OBJECTID,School,CountyReport,Number_of_Total_Cases,ReportDate
3085,Villa Cresta Elementary School,Baltimore,2,2021/10/20 15:00:00+00
3086,Villa Maria School,Baltimore,8,2021/10/20 15:00:00+00
3087,Walkersville Middle School,Frederick,14,2021/10/20 15:00:00+00
3088,Washington High School,Somerset,18,2021/10/20 15:00:00+00
3089,West Side Elementary School,Allegany,2,2021/10/20 15:00:00+00
3090,Western Heights Middle School,Washington,27,2021/10/20 15:00:00+00
3091,White Marsh Elementary School,St. Mary's,7,2021/10/20 15:00:00+00
3092,Wiley H. Bates Middle School,Anne Arundel,2,2021/10/20 15:00:00+00
3093,Williamsport High School,Washington,32,2021/10/20 15:00:00+00
3094,Winand Elementary School,Baltimore,4,2021/10/20 15:00:00+00
3095,Windsor Farm Elementary School,Anne Arundel,2,2021/10/20 15:00:00+00
3096,Woodbridge Elementary School,Baltimore,4,2021/10/20 15:00:00+00
3097,Yough Glades Elementary School,Garrett,5,2021/10/20 15:00:00+00
3217,Allegany High School,Allegany,34,2021/10/27 15:00:00+00
3218,Alphabet Education Inc at Mary B Neal Elementary,Charles,2,2021/10/27 15:00:00+00
3219,Arbutus Middle School,Baltimore,3,2021/10/27 15:00:00+00
3220,Baltimore International Academy - East,Baltimore City,12,2021/10/27 15:00:00+00
3221,Barstow Elementary School,Calvert,2,2021/10/27 15:00:00+00
3222,Bel Air Elementary,Allegany,3,2021/10/27 15:00:00+00
3223,Braddock Middle School,Allegany,30,2021/10/27 15:00:00+00
3224,Brunswick Elementary School,Frederick,4,2021/10/27 15:00:00+00
3225,Buckingham Elementary School,Worcester,13,2021/10/27 15:00:00+00
3226,Calvert Hall College High School,Baltimore,14,2021/10/27 15:00:00+00
3227,Captain Walter Francis Duke Middle School,St. Mary's,23,2021/10/27 15:00:00+00
3228,Cardinal Shehan School,Baltimore City,6,2021/10/27 15:00:00+00
3229,Carter G Woodson Elementary,Somerset,42,2021/10/27 15:00:00+00
3230,Catoctin High School,Frederick,25,2021/10/27 15:00:00+00
3231,Century High School,Carroll,2,2021/10/27 15:00:00+00
3232,Chapel Hill Elementary School,Baltimore,2,2021/10/27 15:00:00+00
3233,Chesapeake High School,Anne Arundel,44,2021/10/27 15:00:00+00
3234,Columbia Academy Elementary and Middle School,Howard,3,2021/10/27 15:00:00+00
3235,Crisfield High School,Somerset,28,2021/10/27 15:00:00+00
3236,Crofton High School,Anne Arundel,16,2021/10/27 15:00:00+00
3237,Crofton Meadows Elementary School,Anne Arundel,2,2021/10/27 15:00:00+00
3238,Deerfield Elementary School,Harford,5,2021/10/27 15:00:00+00
3239,Dowell Elementary School,Calvert,6,2021/10/27 15:00:00+00
3240,Easton Elementary School,Talbot,3,2021/10/27 15:00:00+00
3241,Edmondson Heights Elementary School,Baltimore,5,2021/10/27 15:00:00+00
3242,Esperanza Middle School,St. Mary's,38,2021/10/27 15:00:00+00
3243,Fallston High School,Harford,2,2021/10/27 15:00:00+00
3244,Father Andrew White SJ School,St. Mary's,3,2021/10/27 15:00:00+00
3245,Fort Hill High School,Allegany,40,2021/10/27 15:00:00+00
3246,Fort Smallwood Elementary School,Anne Arundel,2,2021/10/27 15:00:00+00
3247,Frank Hebron Harman Elementary School,Anne Arundel,3,2021/10/27 15:00:00+00
3248,Franklin Elementary School,Baltimore,5,2021/10/27 15:00:00+00
3249,Franklin Middle School,Baltimore,3,2021/10/27 15:00:00+00
3250,Friends School,Baltimore City,41,2021/10/27 15:00:00+00
3251,Fullerton Elementary School,Baltimore,2,2021/10/27 15:00:00+00
3252,Fulton Eleentary,Howard,2,2021/10/27 15:00:00+00
3253,George Creek Elementary School,Allegany,2,2021/10/27 15:00:00+00
3254,Great Mills High School,St. Mary's,55,2021/10/27 15:00:00+00
3255,Greenwood Elementary School,Somerset,15,2021/10/27 15:00:00+00
3256,Harper's Choice Middle School,Howard,3,2021/10/27 15:00:00+00
3257,Havre de Grace Elementary School,Harford,18,2021/10/27 15:00:00+00
3258,Hickory Elementary School,Harford,7,2021/10/27 15:00:00+00
3259,Hollywood Elementary School,St. Mary's,6,2021/10/27 15:00:00+00
3260,Indian Creek School,Anne Arundel,4,2021/10/27 15:00:00+00
3261,Joppatowne Elementary School,Harford,4,2021/10/27 15:00:00+00
3262,King's Christian Academy,St. Mary's,3,2021/10/27 15:00:00+00
3263,Leonardtown High School,St. Mary's,78,2021/10/27 15:00:00+00
3264,Leonardtown Middle School,St. Mary's,51,2021/10/27 15:00:00+00
3265,Lettie Marshall Dent Elementary School,St. Mary's,35,2021/10/27 15:00:00+00
3266,Lutherville Laboratory,Baltimore,5,2021/10/27 15:00:00+00
3267,MacArthur Middle School,Anne Arundel,6,2021/10/27 15:00:00+00
3268,Magothy River Middle School,Anne Arundel,6,2021/10/27 15:00:00+00
3269,Manchester Valley High School,Carroll,4,2021/10/27 15:00:00+00
3270,Margaret Brent Middle School,St. Mary's,92,2021/10/27 15:00:00+00
3271,McDonogh School,Baltimore,8,2021/10/27 15:00:00+00
3272,Meade Senior High School,Anne Arundel,2,2021/10/27 15:00:00+00
3273,Mill Creek Middle School,Calvert,11,2021/10/27 15:00:00+00
3274,Monarch Global Academy PCS Laurel Campus,Anne Arundel,36,2021/10/27 15:00:00+00
3275,Mother Mary Lange Catholic School,Baltimore City,3,2021/10/27 15:00:00+00
3276,Mount Airy Middle School,Carroll,2,2021/10/27 15:00:00+00
3277,Mount Savage School,Allegany,4,2021/10/27 15:00:00+00
3278,Mountain Ridge High School,Allegany,32,2021/10/27 15:00:00+00
3279,Mt. Airy Middle School,Carroll,2,2021/10/27 15:00:00+00
3280,North Dorchester High School,Dorchester,22,2021/10/27 15:00:00+00
3281,North Dorchester Middle School,Dorchester,26,2021/10/27 15:00:00+00
3282,North East Middle School,Cecil,34,2021/10/27 15:00:00+00
3283,North Hagerstown High School,Washington,11,2021/10/27 15:00:00+00
3284,North Harford Elementary School,Harford,2,2021/10/27 15:00:00+00
3285,Northeast High School,Anne Arundel,32,2021/10/27 15:00:00+00
3286,Northern Middle School,Washington,25,2021/10/27 15:00:00+00
3287,Oakdale Middle School,Frederick,6,2021/10/27 15:00:00+00
3288,Oakland Mills Middle School,Howard,2,2021/10/27 15:00:00+00
3289,Oakville Elementary School,St. Mary's,17,2021/10/27 15:00:00+00
3290,Odenton Elementary School,Anne Arundel,2,2021/10/27 15:00:00+00
3291,Old Mill Middle School North,Anne Arundel,17,2021/10/27 15:00:00+00
3292,Orchard Groves Elementary School,Frederick,17,2021/10/27 15:00:00+00
3293,Owings Mills Elementary School,Baltimore,3,2021/10/27 15:00:00+00
3294,Parkville Middle,Baltimore,3,2021/10/27 15:00:00+00
3295,Perryville High School,Cecil,22,2021/10/27 15:00:00+00
3296,Perryville Middle School,Cecil,7,2021/10/27 15:00:00+00
3297,Piney Point Elementary School,St. Mary's,40,2021/10/27 15:00:00+00
3298,Pocomoke Elementary School,Worcester,9,2021/10/27 15:00:00+00
3299,Richard Henry Lee Elementary School,Anne Arundel,2,2021/10/27 15:00:00+00
3300,Ridge Elementary,St. Mary's,4,2021/10/27 15:00:00+00
3301,Route 40 Elementary School,Garrett,3,2021/10/27 15:00:00+00
3302,Running Brook Elementary School,Howard,4,2021/10/27 15:00:00+00
3303,Saint Elizabeth School,Baltimore City,3,2021/10/27 15:00:00+00
3304,Salisbury Baptist Academy,Wicomico,10,2021/10/27 15:00:00+00
3305,Shiloh Middle School,Carroll,2,2021/10/27 15:00:00+00
3306,Shiloh Middle School,Carroll,2,2021/10/27 15:00:00+00
3307,Showell Elementary School,Worcester,24,2021/10/27 15:00:00+00
3308,Silver Oak Academy,Carroll,7,2021/10/27 15:00:00+00
3309,Snow Hill Middle School,Worcester,26,2021/10/27 15:00:00+00
3310,Somerset Intermediate School,Somerset,29,2021/10/27 15:00:00+00
3311,South-Dorchester K-8,Dorchester,4,2021/10/27 15:00:00+00
3312,Southern Middle School,Anne Arundel,24,2021/10/27 15:00:00+00
3313,Spring Garden Elementary School,Carroll,2,2021/10/27 15:00:00+00
3314,Spring Ridge Middle School,St. Mary's,57,2021/10/27 15:00:00+00
3315,St. Charles High School,Charles,22,2021/10/27 15:00:00+00
3316,St. Columba School,Prince George's,3,2021/10/27 15:00:00+00
3317,St. John the Evangelist School,Anne Arundel,2,2021/10/27 15:00:00+00
3318,St. Joseph School,Baltimore,5,2021/10/27 15:00:00+00
3319,St. Mary's School,Charles,4,2021/10/27 15:00:00+00
3320,St. Michaels Elementary School,Talbot,2,2021/10/27 15:00:00+00
3321,St. Paul's School,Baltimore,7,2021/10/27 15:00:00+00
3322,St. Ursula Catholic School,Baltimore,39,2021/10/27 15:00:00+00
3323,Stephen Decatur High School,Worcester,7,2021/10/27 15:00:00+00
3324,Stephen Decatur Middle School,Worcester,11,2021/10/27 15:00:00+00
3325,Stone Ridge School of the Sacred Heart,Montgomery,2,2021/10/27 15:00:00+00
3326,Sudersville Middle School,Queen Anne's,9,2021/10/27 15:00:00+00
3327,Summit Park Elementary,Baltimore,8,2021/10/27 15:00:00+00
3328,The Belair-Edison School,Baltimore City,7,2021/10/27 15:00:00+00
3329,The Mount Royal School,Baltimore City,3,2021/10/27 15:00:00+00
3330,Thomson Estates Elementary School,Cecil,4,2021/10/27 15:00:00+00
3331,Washington High School,Somerset,21,2021/10/27 15:00:00+00
3332,Waters Landing Elementary School,Montgomery,3,2021/10/27 15:00:00+00
3333,West Side Elementary School,Allegany,2,2021/10/27 15:00:00+00
3334,Western Heights Middle School,Washington,32,2021/10/27 15:00:00+00
3335,White Marsh Elementary School,St. Mary's,7,2021/10/27 15:00:00+00
3336,Williamsport High School,Washington,38,2021/10/27 15:00:00+00
3474,Allegany High School,Allegany,35,2021/11/03 15:00:00+00
3475,Alphabet Education Inc at Mary B Neal Elementary,Charles,2,2021/11/03 15:00:00+00
3476,Annapolis Middle School,Anne Arundel,2,2021/11/03 15:00:00+00
3477,Arundel High School,Anne Arundel,6,2021/11/03 15:00:00+00
3478,Arundel Middle School,Anne Arundel,2,2021/11/03 15:00:00+00
3479,Barnaby Manor Elementary School,Prince George's,2,2021/11/03 15:00:00+00
3480,Barstow Elementary School,Calvert,2,2021/11/03 15:00:00+00
3481,Bethel Christian Academy,Howard,2,2021/11/03 15:00:00+00
3482,Bladensburg High School,Prince George's,4,2021/11/03 15:00:00+00
3483,Braddock Middle School,Allegany,30,2021/11/03 15:00:00+00
3484,Broadneck High School,Anne Arundel,5,2021/11/03 15:00:00+00
3485,Brock Bridge Elementary School,Anne Arundel,2,2021/11/03 15:00:00+00
3486,Buckingham Elementary School,Worcester,15,2021/11/03 15:00:00+00
3487,Captain Walter Francis Duke Middle School,St. Mary's,23,2021/11/03 15:00:00+00
3488,Carter G Woodson Elementary School,Somerset,42,2021/11/03 15:00:00+00
3489,Catoctin High School,Frederick,25,2021/11/03 15:00:00+00
3490,Central Middle School,Anne Arundel,2,2021/11/03 15:00:00+00
3491,Century High School,Carroll,5,2021/11/03 15:00:00+00
3492,Chapel Hill Elementary School,Baltimore,2,2021/11/03 15:00:00+00
3493,Cherry Hill Middle School,Cecil,10,2021/11/03 15:00:00+00
3494,Chesapeake High School,Anne Arundel,47,2021/11/03 15:00:00+00
3495,Cranberry Station Elementary School,Carroll,2,2021/11/03 15:00:00+00
3496,Crisfield High School,Somerset,31,2021/11/03 15:00:00+00
3497,Crofton Elementary School,Anne Arundel,2,2021/11/03 15:00:00+00
3498,Crofton Meadows Elementary School,Anne Arundel,5,2021/11/03 15:00:00+00
3499,Deerfield Elementary School,Harford,5,2021/11/03 15:00:00+00
3500,Dynard Elementary School,St. Mary's,19,2021/11/03 15:00:00+00
3501,Easton Elementary School,Talbot,3,2021/11/03 15:00:00+00
3502,Elmer A. Wolfe Elementary School,Carroll,2,2021/11/03 15:00:00+00
3503,Esperanza Middle School,St. Mary's,38,2021/11/03 15:00:00+00
3504,Fallston High School,Harford,2,2021/11/03 15:00:00+00
3505,Fort Hill High School,Allegany,42,2021/11/03 15:00:00+00
3506,Friendship Valley Elementary School,Carroll,3,2021/11/03 15:00:00+00
3507,George Creek Elementary School,Allegany,2,2021/11/03 15:00:00+00
3508,Glenelg High School,Howard,2,2021/11/03 15:00:00+00
3509,Gorman Crossing Elementary School,Howard,4,2021/11/03 15:00:00+00
3510,Great Mills High School,St. Mary's,64,2021/11/03 15:00:00+00
3511,Greenwood Elementary School,Somerset,17,2021/11/03 15:00:00+00
3512,Harper's Choice Middle School,Howard,10,2021/11/03 15:00:00+00
3513,Havre de Grace Elementary School,Harford,27,2021/11/03 15:00:00+00
3514,Heather Hills Elementary School,Prince George's,3,2021/11/03 15:00:00+00
3515,Hebron-Harman Elementary School,Anne Arundel,9,2021/11/03 15:00:00+00
3516,Hereford Middle School,Baltimore,2,2021/11/03 15:00:00+00
3517,Hickory Elementary School,Harford,7,2021/11/03 15:00:00+00
3518,Highland Park Elementary School,Prince George's,2,2021/11/03 15:00:00+00
3519,J. Frank Dent Elementary School,Prince George's,2,2021/11/03 15:00:00+00
3520,Jacksonville Elementary School,Baltimore,4,2021/11/03 15:00:00+00
3521,Jacobsville Elementary School,Anne Arundel,2,2021/11/03 15:00:00+00
3522,John Archer School,Harford,2,2021/11/03 15:00:00+00
3523,Joppatowne Elementary Scgiik,Harford,4,2021/11/03 15:00:00+00
3524,Kent Island High School,Queen Anne's,10,2021/11/03 15:00:00+00
3525,Kingsville Elementary School,Baltimore,5,2021/11/03 15:00:00+00
3526,Laurel High School,Prince George's,2,2021/11/03 15:00:00+00
3527,Leonardtown High School,St. Mary's,80,2021/11/03 15:00:00+00
3528,Leonardtown Middle School,St. Mary's,51,2021/11/03 15:00:00+00
3529,Lindale Middle School,Anne Arundel,4,2021/11/03 15:00:00+00
3530,Lutherville Laboratory,Baltimore,6,2021/11/03 15:00:00+00
3531,MacArthur Middle School,Anne Arundel,6,2021/11/03 15:00:00+00
3532,Magothy River Middle School,Anne Arundel,9,2021/11/03 15:00:00+00
3533,Manchester Valley High School,Carroll,6,2021/11/03 15:00:00+00
3534,Margaret Brent Middle School,St. Mary's,99,2021/11/03 15:00:00+00
3535,McDonogh School,Baltimore,8,2021/11/03 15:00:00+00
3536,Middleborough Elementary School,Baltimore,2,2021/11/03 15:00:00+00
3537,Mill Creek Middle School,Calvert,11,2021/11/03 15:00:00+00
3538,Monarch Global Academy PCS Laurel Campus,Anne Arundel,37,2021/11/03 15:00:00+00
3539,Mother Mary Lange Catholic School,Baltimore City,3,2021/11/03 15:00:00+00
3540,Mount Airy Middle School,Carroll,2,2021/11/03 15:00:00+00
3541,Mount Savage School,Allegany,4,2021/11/03 15:00:00+00
3542,Mount View Middle School,Howard,10,2021/11/03 15:00:00+00
3543,Mountain Ridge High School,Allegany,33,2021/11/03 15:00:00+00
3544,Mt. Airy Middle School,Carroll,2,2021/11/03 15:00:00+00
3545,North Dorchester Middle School,Dorchester,29,2021/11/03 15:00:00+00
3546,North East Elementary School,Cecil,5,2021/11/03 15:00:00+00
3547,North East Middle School,Cecil,38,2021/11/03 15:00:00+00
3548,North Frederick Elementary School,Frederick,2,2021/11/03 15:00:00+00
3549,North Harford Elementary School,Harford,2,2021/11/03 15:00:00+00
3550,Northeast High School,Anne Arundel,33,2021/11/03 15:00:00+00
3551,Northern Middle School,Washington,27,2021/11/03 15:00:00+00
3552,Northwest Middle School,Carroll,38,2021/11/03 15:00:00+00
3553,Oakdale Middle School,Frederick,8,2021/11/03 15:00:00+00
3554,Ohr Chadash Academy,Baltimore City,2,2021/11/03 15:00:00+00
3555,Oklahoma Road Middle School,Carroll,2,2021/11/03 15:00:00+00
3556,Old Forge Elementary School,Washington,3,2021/11/03 15:00:00+00
3557,Orchard Groves Elementary School,Frederick,18,2021/11/03 15:00:00+00
3558,Orem Elementary School,Baltimore,2,2021/11/03 15:00:00+00
3559,Our Lady of Lourdes Catholic School,Montgomery,9,2021/11/03 15:00:00+00
3560,Overlook Elementary,Anne Arundel,2,2021/11/03 15:00:00+00
3561,Owings Mills Elementary School,Baltimore,3,2021/11/03 15:00:00+00
3562,Perryville High School,Cecil,22,2021/11/03 15:00:00+00
3563,Perryville Middle School,Cecil,8,2021/11/03 15:00:00+00
3564,Piney Point Elementary School,St. Mary's,40,2021/11/03 15:00:00+00
3565,Potomac Landing Elementary School,Prince George's,2,2021/11/03 15:00:00+00
3566,Richard Henry Lee Elementary School,Anne Arundel,2,2021/11/03 15:00:00+00
3567,Ridge Elementary School,St. Mary's,4,2021/11/03 15:00:00+00
3568,Riverview Elementary School,Baltimore,2,2021/11/03 15:00:00+00
3569,Route 40 Elementary School,Garrett,3,2021/11/03 15:00:00+00
3570,Roye Williams Elementary School,Harford,2,2021/11/03 15:00:00+00
3571,Running Brook Elementary School,Howard,4,2021/11/03 15:00:00+00
3572,Saint Bernadette School,Montgomery,3,2021/11/03 15:00:00+00
3573,Saint Elizabeth School,Baltimore City,3,2021/11/03 15:00:00+00
3574,Salisbury Baptist Academy,Wicomico,11,2021/11/03 15:00:00+00
3575,Sandymount Elementary School,Carroll,4,2021/11/03 15:00:00+00
3576,Severn Elementary School,Anne Arundel,6,2021/11/03 15:00:00+00
3577,Shiloh Middle School,Carroll,5,2021/11/03 15:00:00+00
3578,Showell Elementary School,Worcester,25,2021/11/03 15:00:00+00
3579,Silver Oak Academy,Carroll,7,2021/11/03 15:00:00+00
3580,Snow Hill Middle School,Worcester,28,2021/11/03 15:00:00+00
3581,Somerset Intermediate School,Somerset,29,2021/11/03 15:00:00+00
3582,South-Dorchester K-8,Dorchester,4,2021/11/03 15:00:00+00
3583,Southern Middle School,Anne Arundel,25,2021/11/03 15:00:00+00
3584,Spring Garden Elementary School,Carroll,2,2021/11/03 15:00:00+00
3585,Spring Ridge Middle School,St. Mary's,58,2021/11/03 15:00:00+00
3586,St. Charles High School,Charles,22,2021/11/03 15:00:00+00
3587,St. Columba School,Prince George's,3,2021/11/03 15:00:00+00
3588,St. Joseph School - Fullerton,Baltimore,5,2021/11/03 15:00:00+00
3589,St. Mary's School,Charles,4,2021/11/03 15:00:00+00
3590,St. Mary's School,Anne Arundel,5,2021/11/03 15:00:00+00
3591,St. Michaels Elementary School,Talbot,2,2021/11/03 15:00:00+00
3592,St. Paul's School,Baltimore,9,2021/11/03 15:00:00+00
3593,St. Ursula Catholic School,Baltimore,41,2021/11/03 15:00:00+00
3594,Stephen Decatur High School,Worcester,7,2021/11/03 15:00:00+00
3595,Stephen Decatur Middle School,Worcester,15,2021/11/03 15:00:00+00
3596,Stone Ridge School of the Sacred Heart,Montgomery,2,2021/11/03 15:00:00+00
3597,Summit Park Elementary School,Baltimore,8,2021/11/03 15:00:00+00
3598,The Belair-Edison School,Baltimore City,7,2021/11/03 15:00:00+00
3599,The Foundation School,Prince George's,2,2021/11/03 15:00:00+00
3600,Thomson Estates Elementary School,Cecil,4,2021/11/03 15:00:00+00
3601,Timonium Elementary School,Baltimore,8,2021/11/03 15:00:00+00
3602,Van Bokkelen Elementary,Anne Arundel,2,2021/11/03 15:00:00+00
3603,Washington High School,Somerset,22,2021/11/03 15:00:00+00
3604,Watershed Public Charter School,Baltimore,6,2021/11/03 15:00:00+00
3605,Western Heights Middle School,Washington,33,2021/11/03 15:00:00+00
3606,White Marsh Elementary School,St. Mary's,9,2021/11/03 15:00:00+00
3607,Williamsport High School,Washington,42,2021/11/03 15:00:00+00
3608,Woodmore Elementary School,Prince George's,4,2021/11/03 15:00:00+00
3609,Woodside Elementary School,Anne Arundel,2,2021/11/03 15:00:00+00
3756,Allegany High School,Allegany,40,2021/11/10 15:00:00+00
3757,Alphabet Education Inc at Mary B Neal Elementary,Charles,2,2021/11/10 15:00:00+00
3758,Annapolis Evening High School,Anne Arundel,2,2021/11/10 15:00:00+00
3759,Arundel High School,Anne Arundel,10,2021/11/10 15:00:00+00
3760,Arundel Middle School,Anne Arundel,2,2021/11/10 15:00:00+00
3761,Atholton Elementary School,Howard,6,2021/11/10 15:00:00+00
3762,Barstow Elementary School,Calvert,2,2021/11/10 15:00:00+00
3763,Belvedere Elementary School,Anne Arundel,2,2021/11/10 15:00:00+00
3764,Benfield Elementary,Anne Arundel,2,2021/11/10 15:00:00+00
3765,Berlin Intermediate School,Worcester,2,2021/11/10 15:00:00+00
3766,Bethel Christian Academy,Howard,2,2021/11/10 15:00:00+00
3767,Bonnie Branch Middle School,Howard,3,2021/11/10 15:00:00+00
3768,Boonsboro High School,Washington,2,2021/11/10 15:00:00+00
3769,Braddock Middle School,Allegany,33,2021/11/10 15:00:00+00
